Time,Heart Rate,Respiration Rate,Location
52909,75,16,"[-76, 97]"
52910,67,14,"[78, -32]"
52911,90,14,"[66, 81]"
52912,84,13,"[33, -42]"
52913,77,13,"[-16, -8]"
52914,73,14,"[67, -52]"
52915,82,16,"[5, 33]"
52916,70,14,"[-55, -42]"
52917,72,13,"[84, 63]"
52918,85,14,"[1, 33]"
52919,82,16,"[16, -85]"
52920,65,15,"[41, 77]"
52921,84,16,"[78, -51]"
52922,81,14,"[59, -30]"
52923,77,15,"[73, -15]"
52924,80,14,"[-55, -52]"
52925,89,16,"[-82, 2]"
52926,68,13,"[-19, -36]"
52927,68,16,"[-79, 23]"
52928,79,13,"[35, 73]"
52929,74,13,"[-4, -97]"
52930,67,13,"[20, 40]"
52931,79,13,"[-100, -95]"
52932,71,14,"[-63, -91]"
52933,65,13,"[79, -24]"
52934,74,13,"[33, 14]"
52935,83,13,"[84, 24]"
52936,86,15,"[29, -28]"
52937,71,14,"[18, -97]"
52938,80,15,"[72, -100]"
52939,73,13,"[-66, -65]"
52940,79,15,"[78, -82]"
52941,65,13,"[-31, -85]"
52942,74,15,"[-20, 71]"
52943,86,16,"[-7, -38]"
52944,81,16,"[-78, 29]"
52945,78,15,"[25, 58]"
52946,86,13,"[-75, -67]"
52947,88,16,"[78, 55]"
52948,84,14,"[-4, 67]"
52949,83,14,"[66, -49]"
52950,77,15,"[-31, 56]"
52951,87,14,"[-4, 93]"
52952,84,14,"[47, -83]"
52953,84,13,"[-96, -10]"
52954,89,13,"[-87, 16]"
52955,73,13,"[16, 49]"
52956,66,16,"[-5, -94]"
52957,76,14,"[-25, 14]"
52958,73,16,"[28, 50]"
52959,79,15,"[-44, -100]"
52960,65,15,"[-81, -17]"
52961,77,13,"[-1, 30]"
52962,78,16,"[66, -13]"
52963,75,15,"[-9, -63]"
52964,65,14,"[64, -77]"
52965,84,15,"[55, 3]"
52966,65,15,"[65, 69]"
52967,85,13,"[31, -88]"
52968,80,14,"[-9, 43]"
52969,87,15,"[3, 83]"
52970,66,13,"[-82, 43]"
52971,67,16,"[77, -24]"
52972,68,16,"[26, -26]"
52973,85,14,"[-9, -70]"
52974,83,15,"[7, 12]"
52975,85,16,"[48, -89]"
52976,75,14,"[54, -23]"
52977,84,13,"[-81, 12]"
52978,66,14,"[45, -27]"
52979,84,14,"[56, -64]"
52980,90,13,"[21, 51]"
52981,75,13,"[22, -6]"
52982,65,15,"[89, 19]"
52983,70,15,"[-62, 55]"
52984,88,16,"[-45, 42]"
52985,83,13,"[92, -59]"
52986,79,14,"[0, -99]"
52987,71,13,"[87, 23]"
52988,85,16,"[-47, 100]"
52989,68,15,"[75, 71]"
52990,70,14,"[94, 86]"
52991,72,14,"[34, 32]"
52992,66,13,"[-66, 9]"
52993,68,15,"[-71, 41]"
52994,87,16,"[47, -29]"
52995,78,13,"[-4, -100]"
52996,66,14,"[20, -25]"
52997,88,13,"[96, -67]"
52998,69,15,"[12, 39]"
52999,78,15,"[51, 82]"
53000,87,14,"[21, -15]"
53001,84,13,"[-94, 29]"
53002,76,16,"[69, -55]"
53003,65,13,"[25, -92]"
53004,80,13,"[-70, 66]"
53005,77,14,"[-58, -64]"
53006,81,13,"[41, 81]"
53007,77,15,"[48, 8]"
53008,77,14,"[31, -30]"
53009,83,14,"[78, -24]"
53010,67,13,"[31, -47]"
53011,75,16,"[-5, -94]"
53012,77,14,"[-68, 47]"
53013,89,13,"[49, 86]"
53014,65,16,"[-35, -28]"
53015,80,15,"[-63, 9]"
53016,65,14,"[54, -16]"
53017,74,13,"[23, -66]"
53018,67,16,"[68, 19]"
53019,85,14,"[-39, -66]"
53020,78,16,"[-4, -82]"
53021,69,15,"[-76, 1]"
53022,74,13,"[93, -29]"
53023,78,13,"[-27, -11]"
53024,85,14,"[87, 24]"
53025,80,16,"[79, -58]"
53026,65,15,"[-74, -48]"
53027,87,13,"[-69, -14]"
53028,80,15,"[1, -47]"
53029,86,15,"[-32, -47]"
53030,89,13,"[17, -12]"
53031,81,13,"[97, -72]"
53032,87,15,"[-23, -61]"
53033,84,13,"[-87, -23]"
53034,90,15,"[-25, 27]"
53035,67,14,"[-53, -57]"
53036,70,14,"[-64, -61]"
53037,83,16,"[66, -29]"
53038,87,14,"[41, 34]"
53039,80,15,"[45, 57]"
53040,85,16,"[56, 63]"
53041,68,15,"[-47, -70]"
53042,76,15,"[51, 48]"
53043,66,15,"[21, 100]"
53044,71,15,"[-61, 25]"
53045,87,15,"[-83, 30]"
53046,80,15,"[37, 30]"
53047,86,15,"[-87, 0]"
53048,70,14,"[71, -97]"
53049,72,14,"[-56, -50]"
53050,87,14,"[97, 80]"
53051,69,15,"[-38, -78]"
53052,70,16,"[-60, -16]"
53053,76,14,"[28, 22]"
53054,85,16,"[-9, 10]"
53055,82,15,"[76, -48]"
53056,84,13,"[24, 20]"
53057,83,13,"[-73, 76]"
53058,79,15,"[-27, -29]"
53059,73,14,"[-81, 80]"
53060,65,14,"[-94, 92]"
53061,88,15,"[-63, 57]"
53062,85,16,"[80, -64]"
53063,75,15,"[28, 20]"
53064,86,15,"[8, 0]"
53065,71,16,"[1, 95]"
53066,66,14,"[89, -70]"
53067,87,13,"[0, -33]"
53068,89,14,"[-25, -47]"
53069,86,16,"[-83, -80]"
53070,76,15,"[45, -69]"
53071,80,16,"[89, -83]"
53072,66,13,"[-35, -20]"
53073,66,16,"[-36, 17]"
53074,66,14,"[-83, -15]"
53075,86,15,"[-53, 45]"
53076,67,13,"[-100, -42]"
53077,69,16,"[-90, -25]"
53078,69,16,"[59, -78]"
53079,86,16,"[48, -98]"
53080,85,13,"[3, 2]"
53081,74,14,"[-75, 70]"
53082,84,14,"[-25, 89]"
53083,76,15,"[-62, 95]"
53084,69,14,"[4, -21]"
53085,79,14,"[-50, -48]"
53086,78,14,"[-82, -23]"
53087,80,13,"[61, -1]"
53088,74,15,"[-43, 59]"
53089,71,14,"[46, 27]"
53090,68,14,"[2, 87]"
53091,84,14,"[-29, 58]"
53092,78,13,"[29, -36]"
53093,79,16,"[-85, 22]"
53094,69,14,"[-72, 66]"
53095,66,16,"[-36, -70]"
53096,85,16,"[21, -16]"
53097,67,14,"[54, -14]"
53098,88,16,"[82, 71]"
53099,70,14,"[-8, 8]"
53100,81,13,"[12, 63]"
53101,85,16,"[-17, -43]"
53102,86,14,"[-70, -51]"
53103,86,13,"[65, 27]"
53104,82,14,"[-93, -60]"
53105,88,15,"[33, -36]"
53106,66,16,"[14, 86]"
53107,81,16,"[67, 75]"
53108,74,15,"[-32, 92]"
53109,78,16,"[-71, -30]"
53110,81,16,"[-83, 23]"
53111,89,15,"[-33, -17]"
53112,82,16,"[54, 9]"
53113,80,14,"[-10, 98]"
53114,78,16,"[-78, -41]"
53115,89,13,"[14, -66]"
53116,75,15,"[77, 73]"
53117,84,13,"[49, -70]"
53118,85,14,"[-48, -80]"
53119,70,16,"[-98, 73]"
53120,72,15,"[-25, 46]"
53121,79,16,"[28, -35]"
53122,87,15,"[70, -69]"
53123,83,16,"[66, -100]"
53124,79,15,"[70, -40]"
53125,88,16,"[-97, 56]"
53126,83,13,"[80, -64]"
53127,71,15,"[5, -47]"
53128,81,15,"[2, -50]"
53129,82,14,"[-79, -66]"
53130,84,13,"[89, -17]"
53131,80,15,"[-6, -3]"
53132,74,13,"[98, -26]"
53133,70,14,"[15, 38]"
53134,87,15,"[37, -13]"
53135,86,13,"[-27, -34]"
53136,68,14,"[-51, -87]"
53137,65,14,"[-45, 23]"
53138,76,16,"[98, -13]"
53139,82,13,"[-46, 14]"
53140,66,13,"[91, 69]"
53141,69,13,"[-50, 5]"
53142,90,16,"[29, 62]"
53143,84,14,"[-76, 32]"
53144,79,14,"[42, 65]"
53145,72,13,"[-78, 40]"
53146,74,16,"[67, 18]"
53147,79,13,"[-89, -59]"
53148,70,14,"[-74, 24]"
53149,72,15,"[28, -28]"
53150,82,16,"[10, -36]"
53151,81,13,"[67, 69]"
53152,65,13,"[36, -85]"
53153,89,15,"[-39, -86]"
53154,79,14,"[-67, -9]"
53155,74,13,"[-25, 11]"
53156,82,13,"[27, 99]"
53157,89,16,"[-34, -77]"
53158,75,15,"[-82, 92]"
53159,75,13,"[87, -52]"
53160,89,14,"[61, -44]"
53161,72,16,"[90, -82]"
53162,80,13,"[-60, -59]"
53163,72,16,"[-80, 45]"
53164,89,13,"[91, 10]"
53165,82,16,"[45, 67]"
53166,73,16,"[31, -39]"
53167,85,14,"[50, -79]"
53168,85,15,"[-52, -86]"
53169,81,13,"[-8, -39]"
53170,66,15,"[14, -71]"
53171,68,16,"[-17, -65]"
53172,84,14,"[-77, 29]"
53173,69,13,"[95, 51]"
53174,73,14,"[70, 75]"
53175,80,15,"[25, 5]"
53176,89,13,"[-51, -80]"
53177,73,14,"[94, 22]"
53178,67,15,"[73, -53]"
53179,84,15,"[19, 28]"
53180,78,16,"[68, -81]"
53181,82,16,"[-64, 67]"
53182,77,14,"[-64, 48]"
53183,67,16,"[39, -1]"
53184,87,16,"[23, -11]"
53185,71,14,"[-94, -59]"
53186,77,15,"[80, 9]"
53187,79,13,"[60, 65]"
53188,66,13,"[20, 13]"
53189,67,16,"[71, -20]"
53190,71,15,"[78, 88]"
53191,80,15,"[76, -12]"
53192,79,15,"[-61, -31]"
53193,67,15,"[34, -60]"
53194,81,16,"[25, -33]"
53195,70,13,"[-59, -45]"
53196,72,13,"[32, -38]"
53197,72,15,"[-85, 67]"
53198,66,14,"[-86, -42]"
53199,77,14,"[64, -16]"
53200,83,16,"[-68, 80]"
53201,88,14,"[69, -71]"
53202,72,16,"[10, -53]"
53203,82,13,"[86, 23]"
53204,73,13,"[3, -100]"
53205,88,15,"[80, -16]"
53206,73,16,"[-28, 76]"
53207,66,16,"[42, 10]"
53208,70,16,"[52, 32]"
53209,83,14,"[55, 89]"
53210,90,13,"[-24, 59]"
53211,75,14,"[28, 64]"
53212,76,15,"[31, 54]"
53213,80,16,"[-65, 40]"
53214,68,14,"[41, -12]"
53215,86,13,"[-92, -19]"
53216,80,14,"[6, 7]"
53217,73,14,"[50, 82]"
53218,90,15,"[-81, 96]"
53219,85,15,"[9, -61]"
53220,86,16,"[7, -61]"
53221,70,16,"[-48, 43]"
53222,79,14,"[-80, 17]"
53223,73,13,"[89, 8]"
53224,90,16,"[93, 95]"
53225,78,16,"[47, 0]"
53226,72,13,"[-94, 28]"
53227,66,16,"[-69, -95]"
53228,70,15,"[29, -65]"
53229,66,14,"[51, -62]"
53230,70,13,"[-46, 64]"
53231,75,13,"[-42, -86]"
53232,65,16,"[-92, -78]"
53233,70,16,"[-92, 74]"
53234,79,14,"[-98, 38]"
53235,68,14,"[-32, -91]"
53236,66,14,"[-10, -36]"
53237,75,13,"[-45, -5]"
53238,69,15,"[-68, 86]"
53239,69,14,"[-22, -17]"
53240,82,16,"[-66, 83]"
53241,84,15,"[14, 25]"
53242,80,13,"[-49, -94]"
53243,82,15,"[-39, 16]"
53244,69,14,"[-18, -25]"
53245,66,14,"[69, 4]"
53246,86,13,"[-38, -33]"
53247,66,15,"[-34, 63]"
53248,87,15,"[-54, 43]"
53249,88,13,"[-52, -70]"
53250,77,14,"[18, -81]"
53251,82,13,"[4, -64]"
53252,89,16,"[-79, -84]"
53253,73,14,"[78, 80]"
53254,78,16,"[-94, 73]"
53255,71,13,"[-71, -16]"
53256,81,15,"[32, -3]"
53257,68,15,"[-64, 11]"
53258,88,14,"[45, -71]"
53259,83,16,"[-44, 28]"
53260,75,15,"[38, -76]"
53261,74,13,"[22, -78]"
53262,83,15,"[100, -27]"
53263,84,13,"[-89, -35]"
53264,82,16,"[3, -10]"
53265,65,15,"[62, 66]"
53266,86,13,"[-47, -71]"
53267,72,14,"[-25, -8]"
53268,83,16,"[-74, 61]"
53269,82,15,"[43, 87]"
53270,89,15,"[26, 36]"
53271,74,14,"[85, 21]"
53272,86,13,"[24, -68]"
53273,74,14,"[-65, -60]"
53274,90,13,"[-46, 77]"
53275,85,14,"[-60, 32]"
53276,83,14,"[-65, 90]"
53277,73,13,"[-5, -17]"
53278,68,13,"[84, 2]"
53279,66,15,"[62, 15]"
53280,82,16,"[2, -16]"
53281,85,14,"[-86, -53]"
53282,73,15,"[-86, 84]"
53283,89,16,"[-34, 59]"
53284,77,15,"[-50, 31]"
53285,80,16,"[28, 0]"
53286,68,14,"[-48, -93]"
53287,82,14,"[92, 62]"
53288,70,16,"[-56, 46]"
53289,72,14,"[86, 41]"
53290,67,15,"[8, 17]"
53291,88,14,"[22, 49]"
53292,89,15,"[-48, -62]"
53293,69,15,"[-34, 74]"
53294,67,13,"[-19, 67]"
53295,79,14,"[28, 33]"
53296,90,13,"[19, 72]"
53297,80,14,"[-92, -57]"
53298,70,15,"[-52, 12]"
53299,87,14,"[-37, -69]"
53300,77,15,"[-49, 9]"
53301,67,15,"[-27, -43]"
53302,86,13,"[-34, -48]"
53303,69,16,"[63, 33]"
53304,68,15,"[-62, -82]"
53305,90,15,"[86, 48]"
53306,75,13,"[17, -86]"
53307,77,15,"[17, -61]"
53308,89,14,"[-78, -58]"
53309,69,16,"[22, 79]"
53310,89,16,"[-21, 92]"
53311,68,13,"[-59, -43]"
53312,65,16,"[-29, -60]"
53313,79,15,"[-14, 50]"
53314,86,15,"[45, 61]"
53315,85,15,"[-99, -35]"
53316,78,14,"[91, -29]"
53317,85,13,"[-31, 51]"
53318,86,16,"[-55, -30]"
53319,67,13,"[47, -4]"
53320,71,13,"[65, -14]"
53321,87,14,"[-98, -40]"
53322,89,15,"[77, -44]"
53323,77,14,"[-23, -47]"
53324,84,16,"[-79, -55]"
53325,74,14,"[93, -1]"
53326,87,16,"[32, 81]"
53327,90,13,"[-80, 44]"
53328,84,13,"[-24, 80]"
53329,75,16,"[-5, -88]"
53330,84,13,"[-13, -63]"
53331,72,14,"[62, -69]"
53332,82,16,"[40, -28]"
53333,90,13,"[-70, 29]"
53334,67,16,"[64, -43]"
53335,72,14,"[-100, -15]"
53336,86,16,"[-7, 80]"
53337,90,13,"[-31, -97]"
53338,85,16,"[39, 6]"
53339,67,13,"[63, -21]"
53340,77,15,"[34, -82]"
53341,70,16,"[-94, -58]"
53342,82,16,"[68, -77]"
53343,76,16,"[-95, 74]"
53344,71,13,"[-58, 57]"
53345,72,16,"[47, 8]"
53346,89,13,"[16, -16]"
53347,76,16,"[-66, -90]"
53348,67,13,"[-20, -92]"
53349,82,14,"[54, 38]"
53350,82,16,"[-76, 21]"
53351,77,14,"[0, 81]"
53352,86,15,"[15, 41]"
53353,78,15,"[-77, -41]"
53354,82,16,"[-48, -58]"
53355,76,14,"[-71, 71]"
53356,77,15,"[53, -26]"
53357,65,14,"[69, -83]"
53358,86,15,"[-28, 75]"
53359,74,16,"[86, -31]"
53360,75,15,"[-6, 38]"
53361,76,16,"[0, 68]"
53362,68,16,"[-21, -45]"
53363,84,16,"[9, -40]"
53364,65,16,"[-24, -49]"
53365,78,16,"[13, -51]"
53366,75,15,"[65, 40]"
53367,84,16,"[43, 74]"
53368,90,16,"[83, 31]"
53369,74,14,"[-4, 84]"
53370,81,16,"[-54, 70]"
53371,86,16,"[75, -22]"
53372,87,15,"[26, 79]"
53373,65,13,"[-13, -54]"
53374,82,15,"[-99, -68]"
53375,83,14,"[-99, 99]"
53376,77,16,"[-1, -93]"
53377,81,14,"[-8, -10]"
53378,70,16,"[-56, -86]"
53379,73,14,"[-89, -16]"
53380,69,16,"[-53, -72]"
53381,75,15,"[-41, 59]"
53382,83,16,"[-61, 69]"
53383,70,14,"[-50, -65]"
53384,74,16,"[-37, 5]"
53385,67,14,"[48, -70]"
53386,74,16,"[-39, 60]"
53387,65,16,"[-34, 67]"
53388,68,14,"[23, 26]"
53389,81,13,"[-42, -61]"
53390,75,16,"[-25, -92]"
53391,79,14,"[-56, -34]"
53392,75,16,"[42, -76]"
53393,65,13,"[-55, 29]"
53394,74,14,"[-66, 46]"
53395,71,16,"[76, -15]"
53396,84,14,"[94, 50]"
53397,88,15,"[32, -91]"
53398,85,13,"[-30, -33]"
53399,69,15,"[-72, -18]"
53400,79,13,"[0, -22]"
53401,67,14,"[52, 46]"
53402,79,14,"[-99, -92]"
53403,71,16,"[34, -2]"
53404,88,15,"[-83, -35]"
53405,82,15,"[87, 42]"
53406,73,13,"[-80, 38]"
53407,79,14,"[-62, -25]"
53408,84,14,"[93, 25]"
53409,77,14,"[3, 83]"
53410,76,15,"[94, -9]"
53411,67,13,"[-92, -51]"
53412,80,13,"[-89, 86]"
53413,74,16,"[42, -70]"
53414,90,15,"[-16, -3]"
53415,84,15,"[41, 7]"
53416,71,13,"[91, -42]"
53417,76,14,"[-58, -61]"
53418,81,16,"[-86, -23]"
53419,66,13,"[-89, -5]"
53420,83,16,"[56, -77]"
53421,84,16,"[23, 47]"
53422,83,13,"[23, 10]"
53423,85,15,"[-22, -8]"
53424,80,14,"[34, 85]"
53425,70,13,"[61, -13]"
53426,68,16,"[9, 70]"
53427,88,16,"[-57, 27]"
53428,68,13,"[-60, 67]"
53429,84,13,"[3, -49]"
53430,75,16,"[-88, -31]"
53431,70,16,"[-33, -54]"
53432,66,13,"[94, -67]"
53433,69,14,"[-70, 44]"
53434,76,15,"[-67, -89]"
53435,84,14,"[-59, -72]"
53436,89,16,"[-89, 100]"
53437,89,15,"[-54, -37]"
53438,76,15,"[-50, -25]"
53439,75,14,"[85, 0]"
53440,83,14,"[79, 1]"
53441,80,14,"[67, 84]"
53442,75,13,"[96, -33]"
53443,82,14,"[47, 45]"
53444,80,16,"[57, -89]"
53445,83,15,"[-39, -35]"
53446,90,14,"[81, -99]"
53447,90,13,"[-9, -51]"
53448,83,14,"[60, 62]"
53449,72,15,"[-68, -61]"
53450,71,15,"[-77, 14]"
53451,73,13,"[-18, 26]"
53452,87,14,"[-48, -50]"
53453,68,14,"[-4, -2]"
53454,75,13,"[0, -47]"
53455,84,14,"[40, 81]"
53456,71,14,"[-68, 50]"
53457,83,15,"[54, -98]"
53458,82,16,"[16, 8]"
53459,74,15,"[-51, -11]"
53460,87,16,"[74, -72]"
53461,86,15,"[7, -21]"
53462,65,13,"[95, 82]"
53463,84,13,"[-67, -11]"
53464,79,14,"[-81, -76]"
53465,74,16,"[-25, 100]"
53466,90,14,"[-79, 88]"
53467,77,13,"[-45, -95]"
53468,67,13,"[-4, 67]"
53469,84,16,"[-17, 8]"
53470,73,14,"[-81, -30]"
53471,70,13,"[-53, 70]"
53472,82,16,"[-96, 36]"
53473,66,16,"[17, 77]"
53474,79,15,"[-17, -31]"
53475,68,16,"[-11, 80]"
53476,84,14,"[9, 86]"
53477,66,15,"[-36, 17]"
53478,84,14,"[-47, 19]"
53479,86,14,"[42, 31]"
53480,89,15,"[-44, -49]"
53481,65,16,"[83, -72]"
53482,69,15,"[-68, -73]"
53483,76,14,"[47, -50]"
53484,78,15,"[-6, 86]"
53485,87,16,"[6, 15]"
53486,82,13,"[85, -43]"
53487,72,14,"[14, -60]"
53488,72,13,"[64, 53]"
53489,76,16,"[40, -90]"
53490,75,13,"[75, 18]"
53491,75,13,"[25, 16]"
53492,83,15,"[65, 97]"
53493,74,15,"[48, -89]"
53494,77,16,"[-53, 58]"
53495,68,14,"[89, -99]"
53496,83,13,"[-20, 0]"
53497,79,13,"[91, -83]"
53498,86,13,"[74, 45]"
53499,83,16,"[-9, -26]"
53500,85,16,"[19, -64]"
53501,81,16,"[56, 22]"
53502,73,13,"[-74, 83]"
53503,78,16,"[19, -76]"
53504,70,13,"[-65, -77]"
53505,69,16,"[-89, -97]"
53506,85,15,"[70, 35]"
53507,67,13,"[27, -37]"
53508,66,13,"[-63, 4]"
53509,87,14,"[-52, -41]"
53510,88,13,"[-5, -17]"
53511,74,14,"[58, -58]"
53512,69,13,"[-22, 72]"
53513,80,14,"[30, -61]"
53514,78,15,"[31, 47]"
53515,90,14,"[-60, 9]"
53516,73,16,"[-83, -3]"
53517,78,13,"[-78, 39]"
53518,85,15,"[43, -25]"
53519,89,16,"[73, 70]"
53520,84,14,"[82, 54]"
53521,65,13,"[-83, 13]"
53522,85,14,"[14, 5]"
53523,81,16,"[70, 86]"
53524,80,16,"[-89, 62]"
53525,87,13,"[20, 35]"
53526,74,16,"[-84, -41]"
53527,87,13,"[66, -50]"
53528,85,13,"[-6, 9]"
53529,84,13,"[31, -48]"
53530,78,15,"[-62, -7]"
53531,75,14,"[79, -44]"
53532,67,13,"[29, -32]"
53533,88,14,"[41, -79]"
53534,89,13,"[-21, -62]"
53535,81,13,"[19, 23]"
53536,76,16,"[32, -54]"
53537,83,14,"[-22, 34]"
53538,82,13,"[-30, -87]"
53539,85,13,"[-53, 93]"
53540,80,13,"[33, 41]"
53541,80,16,"[86, 32]"
53542,78,13,"[40, 12]"
53543,81,16,"[-1, 7]"
53544,70,16,"[-55, -76]"
53545,66,16,"[98, 92]"
53546,87,14,"[69, 42]"
53547,89,13,"[92, 68]"
53548,83,16,"[4, -34]"
53549,75,13,"[-95, -41]"
53550,74,14,"[46, 83]"
53551,77,13,"[-72, 37]"
53552,90,13,"[11, -33]"
53553,78,16,"[27, 91]"
53554,90,15,"[-91, 29]"
53555,80,15,"[-64, 80]"
53556,86,15,"[-47, -8]"
53557,71,14,"[-21, -63]"
53558,68,14,"[28, 29]"
53559,81,16,"[10, 22]"
53560,77,13,"[61, -19]"
53561,80,13,"[59, 61]"
53562,72,13,"[94, 7]"
53563,69,16,"[17, -28]"
53564,68,13,"[0, -39]"
53565,83,15,"[-22, 17]"
53566,65,13,"[75, -92]"
53567,66,16,"[-31, 96]"
53568,76,14,"[39, 43]"
53569,87,15,"[-76, -17]"
53570,74,16,"[96, 63]"
53571,76,14,"[76, 95]"
53572,89,16,"[1, 25]"
53573,87,13,"[-46, 57]"
53574,84,13,"[65, 23]"
53575,87,14,"[12, -39]"
53576,76,13,"[-62, -66]"
53577,77,13,"[-60, -63]"
53578,83,15,"[-20, -8]"
53579,84,13,"[-66, -73]"
53580,68,13,"[-77, 96]"
53581,86,13,"[73, 98]"
53582,78,16,"[8, 42]"
53583,88,16,"[35, -32]"
53584,88,14,"[-70, 67]"
53585,78,13,"[94, 31]"
53586,78,13,"[-56, -95]"
53587,74,15,"[10, -13]"
53588,72,15,"[54, -51]"
53589,74,14,"[93, 1]"
53590,67,15,"[71, -95]"
53591,75,14,"[49, -83]"
53592,70,14,"[94, 33]"
53593,89,13,"[-16, -26]"
53594,70,14,"[22, 62]"
53595,79,16,"[-4, -54]"
53596,88,16,"[-58, -72]"
53597,65,16,"[71, 7]"
53598,84,13,"[-60, -21]"
53599,89,16,"[-39, 29]"
53600,68,15,"[-63, -90]"
53601,89,14,"[-97, -20]"
53602,85,16,"[-27, -85]"
53603,68,16,"[10, -84]"
53604,80,14,"[43, 49]"
53605,71,14,"[71, -83]"
53606,82,13,"[-97, 31]"
53607,76,13,"[-54, -35]"
53608,84,13,"[-82, -28]"
53609,80,14,"[37, -13]"
53610,87,13,"[86, 1]"
53611,81,16,"[1, 54]"
53612,71,13,"[78, -51]"
53613,90,16,"[25, 55]"
53614,89,14,"[-50, -72]"
53615,82,15,"[55, 24]"
53616,84,15,"[3, -95]"
53617,67,16,"[4, -81]"
53618,73,14,"[-87, 17]"
53619,77,15,"[71, 45]"
53620,73,16,"[-58, -53]"
53621,86,15,"[-82, 85]"
53622,73,13,"[42, -46]"
53623,86,15,"[15, 18]"
53624,67,15,"[-78, -56]"
53625,69,14,"[-78, -70]"
53626,82,15,"[32, 46]"
53627,89,16,"[6, -24]"
53628,75,15,"[-45, -14]"
53629,74,13,"[62, 93]"
53630,83,14,"[-19, 65]"
53631,67,14,"[-58, 63]"
53632,84,14,"[-67, -98]"
53633,76,16,"[72, -49]"
53634,85,15,"[90, 6]"
53635,88,16,"[19, -85]"
53636,71,15,"[-45, 7]"
53637,76,16,"[28, -85]"
53638,76,13,"[32, 16]"
53639,80,13,"[12, -91]"
53640,66,13,"[42, 68]"
53641,85,13,"[13, -38]"
53642,67,15,"[86, 7]"
53643,80,14,"[75, -11]"
53644,76,15,"[56, -76]"
53645,88,14,"[95, -16]"
53646,73,14,"[71, -35]"
53647,66,13,"[31, -65]"
53648,66,14,"[-74, 94]"
53649,88,13,"[-93, -96]"
53650,79,15,"[-42, 82]"
53651,78,13,"[-1, 50]"
53652,74,13,"[45, 57]"
53653,87,16,"[38, 73]"
53654,83,13,"[-28, 49]"
53655,66,13,"[-68, -10]"
53656,80,14,"[-19, -24]"
53657,90,14,"[54, -36]"
53658,85,16,"[-55, 26]"
53659,74,15,"[53, -12]"
53660,71,15,"[-54, 12]"
53661,65,16,"[67, -28]"
53662,86,14,"[-2, -34]"
53663,79,14,"[44, 71]"
53664,73,13,"[-38, 69]"
53665,65,16,"[62, 87]"
53666,85,16,"[44, 78]"
53667,66,15,"[-4, 76]"
53668,73,15,"[-40, -38]"
53669,88,13,"[-30, 98]"
53670,76,15,"[44, 33]"
53671,69,14,"[45, -49]"
53672,83,15,"[62, -32]"
53673,68,13,"[-16, -68]"
53674,81,13,"[48, -78]"
53675,72,13,"[-92, -86]"
53676,83,16,"[9, -9]"
53677,81,15,"[-15, -12]"
53678,78,13,"[47, -85]"
53679,85,15,"[8, -90]"
53680,82,14,"[-26, -10]"
53681,72,15,"[-95, -99]"
53682,68,13,"[-89, 93]"
53683,85,15,"[-24, -11]"
53684,89,16,"[61, 9]"
53685,84,13,"[-75, 94]"
53686,79,14,"[48, 28]"
53687,86,16,"[-25, -20]"
53688,84,13,"[-1, -21]"
53689,75,14,"[-2, 55]"
53690,82,14,"[88, -5]"
53691,85,16,"[-94, 60]"
53692,78,15,"[-88, 67]"
53693,83,16,"[-26, -12]"
53694,83,16,"[44, -25]"
53695,79,13,"[-69, -48]"
53696,80,14,"[-58, -74]"
53697,76,13,"[70, -97]"
53698,87,13,"[-36, 60]"
53699,74,14,"[-5, -19]"
53700,69,13,"[100, 48]"
53701,87,16,"[-11, 69]"
53702,65,14,"[-79, 97]"
53703,87,14,"[-49, 11]"
53704,81,15,"[-25, 28]"
53705,73,16,"[96, 78]"
53706,68,13,"[-60, -90]"
53707,80,13,"[43, -77]"
53708,85,13,"[94, -66]"
53709,66,16,"[-22, -82]"
53710,84,15,"[25, 59]"
53711,83,13,"[82, 1]"
53712,76,15,"[-95, -55]"
53713,70,14,"[40, -12]"
53714,88,14,"[46, 82]"
53715,67,15,"[96, 51]"
53716,72,13,"[15, -56]"
53717,78,15,"[-28, 14]"
53718,78,13,"[20, -91]"
53719,86,16,"[-39, -24]"
53720,69,16,"[20, -97]"
53721,82,13,"[82, 76]"
53722,76,16,"[-25, 74]"
53723,86,16,"[75, -58]"
53724,78,14,"[76, -74]"
53725,84,16,"[-15, 4]"
53726,88,15,"[99, 98]"
53727,73,14,"[-30, -82]"
53728,81,13,"[20, -89]"
53729,72,15,"[-45, 18]"
53730,81,14,"[84, -79]"
53731,83,13,"[-49, 42]"
53732,72,13,"[54, 50]"
53733,72,16,"[99, 36]"
53734,74,13,"[-98, -70]"
53735,74,14,"[72, 88]"
53736,68,16,"[-62, 99]"
53737,90,14,"[-34, -38]"
53738,77,13,"[-37, 66]"
53739,74,16,"[-41, 48]"
53740,70,14,"[-36, 11]"
53741,82,13,"[55, 91]"
53742,76,15,"[13, 98]"
53743,87,13,"[68, -79]"
53744,79,16,"[1, -14]"
53745,65,15,"[47, -16]"
53746,83,13,"[85, -1]"
53747,70,15,"[6, -85]"
53748,82,13,"[-56, 53]"
53749,79,13,"[-9, -39]"
53750,65,14,"[62, -29]"
53751,81,14,"[-44, -55]"
53752,66,15,"[-60, -88]"
53753,87,16,"[-87, 50]"
53754,65,15,"[-44, -72]"
53755,77,16,"[28, 65]"
